ni_in,fe_in,cao_in,al2o3_in,s_m,bc,mc_kilnfeed,fc_coal,gcv_coal,fc_lcv,gcv_lcv,current_pry,current_sec1,current_sec2,current_sec3,load,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_coal,total_fuel,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
1.68,21.62788252187755,0.71,3.47,2.557238625,0.388011,25.29,47.27,6980.53,41.82,6859.37,22.47,22.1,22.3,21.3,33.6,33.6,0.928395,35.1,109.78,82.016638,329.2,117.4,85.9,400.3,3500.0,3500.0,2.23,1020.626038,865.667419,1457.0,13.79,1.55,0.24,84.04,0.38,0.05,5.13,677.550232,-2.868173,0.0
1.62,20.21,0.72,2.88,2.43274,0.426105,25.29,47.27,6980.53,41.82,6859.37,22.47,21.2,21.6,19.8,35.0,35.0,0.93366,35.2,109.55,81.844805,306.2,108.0,81.9,377.2,3200.0,3200.0,2.159,977.5755,852.294373,1457.0,13.79,1.55,0.24,84.04,0.38,0.05,5.13,676.886597,-3.146894,0.0
1.62,20.21,0.72,2.88,2.43274,0.426105,25.29,47.27,6980.53,41.82,6859.37,22.47,23.4,22.5,23.3,33.1,33.1,0.932175,38.4,107.62,80.402902,256.0,96.7,74.8,362.1,3200.0,3200.0,1.413,977.049011,834.233765,1445.0,13.4,1.63,0.62,84.0,0.35,0.05,5.19,664.380249,-1.696443,0.0
1.62,20.21,0.72,2.88,2.43274,0.426105,25.29,47.27,6980.53,41.82,6859.37,22.47,22.5,19.4,23.0,29.6,29.6,0.9315,38.5,107.26,80.133946,242.3,89.4,72.2,343.9,3200.0,3200.0,2.376,968.347534,863.892334,1445.0,13.4,1.63,0.62,84.0,0.35,0.05,5.19,647.630676,-2.793335,0.0
1.62,20.21,0.72,2.88,2.43274,0.426105,25.29,47.27,6980.53,41.82,6859.37,22.47,22.5,22.2,26.25,37.88,37.88,0.93015,39.1,109.99,82.173529,258.7,112.4,75.7,373.1,3000.0,3000.0,4.068,938.042603,774.349915,1445.0,13.4,1.63,0.62,84.0,0.35,0.05,5.19,652.265259,-2.685575,0.0
1.57,18.15,0.87,2.77,2.468227,0.42199,25.29,47.27,6980.53,41.82,6859.37,22.47,18.0,16.700000000000003,20.0,38.4,38.4,0.92772,43.2,108.34,80.940814,369.2,128.4,91.3,438.2,3900.0,3900.0,4.117,893.763733,804.700867,1445.0,13.4,1.63,0.62,84.0,0.35,0.05,5.19,695.695374,-2.603785,0.0
1.57,18.15,0.87,2.77,2.468227,0.42199,25.29,47.27,6980.53,41.82,6859.37,22.47,25.2,21.8,21.9,30.16,30.16,0.92448,41.2,110.77,82.756267,336.1,117.8,86.8,416.1,4000.0,4000.0,4.097,966.140198,818.489136,1445.0,13.4,1.63,0.62,84.0,0.35,0.04,4.24,701.031128,-1.236993,0.0
1.57,18.15,0.87,2.77,2.468227,0.42199,25.29,47.27,6980.53,41.82,6859.37,22.47,21.5,25.1,22.6,35.82,35.4618,0.927315,34.4,109.88,82.091348,247.4,94.2,73.2,352.3,3700.0,3700.0,2.041,959.678711,834.066956,1445.0,13.4,1.63,0.62,84.0,0.35,0.04,4.24,687.704773,-2.475434,0.0
1.57,18.15,0.87,2.77,2.468227,0.42199,25.29,47.27,6980.53,41.82,6859.37,22.47,20.3,20.2,20.9,29.98,29.98,0.934065,34.5,109.71,81.964341,271.8,79.6,77.8,338.5,3200.0,3200.0,2.031,962.259216,799.628845,1445.0,13.4,1.63,0.62,84.0,0.35,0.04,4.24,695.981018,-2.460802,0.0
1.57,18.18,0.88,2.68,2.47291,0.421384,25.29,47.27,6980.53,41.82,6859.37,22.47,23.4,23.0,18.5,28.68,28.68,0.93312,38.4,108.78,81.269538,311.6,99.5,83.6,368.5,3200.0,3200.0,2.208,894.690918,802.395264,1445.0,13.4,1.63,0.62,84.0,0.35,0.04,4.24,680.678284,-3.205974,0.0
1.57,18.18,0.88,2.68,2.47291,0.421384,25.29,47.27,6980.53,41.82,6859.37,22.47,21.0,19.3,21.2,35.48,35.48,0.929475,42.5,107.87,80.589677,428.4,129.0,97.9,429.7,3800.0,3800.0,2.168,898.328308,821.199951,1445.0,13.4,1.63,0.62,84.0,0.35,0.04,4.2,704.464966,-2.542769,0.0
1.57,18.18,0.88,2.68,2.47291,0.421384,25.29,47.27,6980.53,41.82,6859.37,22.47,21.2,26.299999999999997,22.5,34.24,33.8976,0.930015,41.1,100.06,74.754826,357.1,100.1,88.3,385.1,3900.0,3900.0,2.299,911.322205,825.584351,1445.0,13.27,1.71,0.7,83.91,0.41,0.04,4.2,693.98175,-3.62268,0.0
1.57,18.18,0.88,2.68,2.47291,0.421384,23.97,47.27,6980.53,41.82,6859.37,22.47,23.1,23.1,24.1,34.0,34.0,0.93069,35.4,113.23,86.088769,233.0,108.6,71.2,386.8,3800.0,3800.0,1.616,923.838135,820.916687,1445.0,13.27,1.71,0.7,83.91,0.41,0.04,4.2,683.240601,-3.001047,0.0
1.62,19.87,0.85,2.78,2.551355,0.408922,23.97,47.27,6980.53,41.82,6859.37,22.47,20.0,21.2,16.25,39.4,39.4,0.930825,33.6,110.14,83.739442,233.2,95.6,71.1,408.8,3100.0,3100.0,3.998,873.175232,807.20813,1445.0,13.27,1.71,0.7,83.91,0.41,0.05,5.05,701.793945,-2.779798,0.0
1.62,19.87,0.85,2.78,2.551355,0.408922,23.97,47.27,6980.53,41.82,6859.37,22.47,22.0,24.3,22.5,35.5,35.5,0.92637,28.925000000000004,110.42,83.952326,406.4,100.0,94.3,387.6,3300.0,3300.0,1.954,927.130493,804.574829,1445.0,13.27,1.71,0.7,83.91,0.41,0.05,5.05,715.453247,-2.474768,0.0
1.62,19.87,0.85,2.78,2.551355,0.408922,23.97,47.27,6980.53,41.82,6859.37,22.47,25.0,23.2,25.5,43.3,42.867,0.92475,35.3,110.05,83.671015,474.9,98.5,102.7,388.2,3700.0,3700.0,1.963,957.330627,833.801453,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,713.062073,-3.959607,0.0
1.62,19.87,0.85,2.78,2.551355,0.408922,25.03,47.27,6980.53,41.82,6859.37,22.47,21.9,19.9,22.1,35.08,35.08,0.92367,32.4,110.42,82.781874,374.3,103.5,91.5,386.4,3200.0,3200.0,4.027,931.60968,823.676086,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,699.601257,-2.284171,0.0
1.66,20.83,0.68,2.92,2.54052,0.407835,25.03,47.27,6980.53,41.82,6859.37,22.47,22.6,23.4,16.9,32.4,32.4,0.92475,32.4,111.17,83.344149,369.6,100.3,91.9,390.7,3100.0,3100.0,1.961,873.791992,841.965454,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,678.119019,-2.811333,0.0
1.66,20.83,0.68,2.92,2.54052,0.407835,25.03,47.27,6980.53,42.58,5929.3,22.47,24.7,23.8,16.8,36.2,35.838,0.92934,36.5,110.36,82.736892,409.1,119.2,97.3,405.7,3200.0,3200.0,1.946,876.163696,834.696167,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,649.332947,-1.115978375,0.0
1.66,20.83,0.68,2.92,2.54052,0.407835,25.03,47.27,6980.53,42.58,5929.3,22.47,23.3,23.3,17.9,35.5,35.145,0.93231,36.6,110.29,82.684413,284.2,111.5,80.4,412.1,3400.0,3400.0,1.785,886.940247,775.239258,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,668.737061,-2.087241,0.23
1.66,20.83,0.68,2.92,2.54052,0.407835,22.13,47.27,6980.53,42.58,5929.3,22.47,23.0,23.2,18.8,35.13,35.13,0.92286,37.2,108.16,84.224192,300.7,120.6,80.9,412.3,3500.0,3500.0,2.137,909.544739,792.747009,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,686.564514,-2.287256,0.23
1.63,19.37,0.73,2.67,2.431755,0.426158,22.13,47.27,6980.53,42.58,5929.3,22.47,20.3,19.7,21.2,34.2,33.858,0.93447,32.9,108.72,84.660264,308.9,123.1,82.6,406.1,3400.0,3400.0,2.126,908.670349,823.765442,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,594.509155,-1.200104,0.23
1.63,19.37,0.73,2.67,2.431755,0.426158,22.13,47.27,6980.53,42.58,5929.3,21.5,19.0,19.1,22.6,23.050000000000004,22.522500000000008,0.95418,28.925000000000004,109.14,84.987318,206.1,62.6,67.1,314.2,2900.0,2900.0,2.148,866.077759,834.379456,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,647.441528,-3.16084,0.23
1.63,19.37,0.73,2.67,2.431755,0.426158,22.13,47.27,6980.53,42.58,5929.3,21.07,20.8,18.9,21.4,30.0,30.0,0.946215,47.8,110.79,86.272173,219.1,70.0,70.3,329.4,2500.0,2500.0,2.137,823.8464497500001,810.523804,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,771.416016,-2.838255,0.23
1.63,19.37,0.73,2.67,2.431755,0.426158,17.61,47.27,6980.53,42.58,5929.3,21.07,20.4,19.9,20.8,28.7,28.413,0.950535,39.2,111.07,91.877104,285.2,64.4,81.0,333.0,3300.0,3300.0,2.0,844.479126,769.535889,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,779.4689020000001,-3.793576,0.23
1.54,17.03,0.88,2.59,2.227135,0.466102,17.61,47.27,6980.53,42.58,5929.3,21.07,21.0,19.4,20.9,25.0,24.75,0.946485,38.7,109.87,90.884464,312.0,73.7,84.6,363.0,3500.0,3500.0,2.145,856.657043,804.365784,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,779.4689020000001,-2.72768,0.23
1.54,17.03,0.88,2.59,2.227135,0.466102,17.61,47.27,6980.53,42.58,5929.3,21.07,21.9,22.1,19.3,25.8,25.542,0.94959,36.5,107.97,89.312784,296.8,68.1,82.9,345.9,3400.0,3400.0,2.069,860.771179,825.660645,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,766.958008,-3.018648,0.23
1.54,17.03,0.88,2.59,2.227135,0.466102,17.61,47.27,6980.53,42.58,5929.3,21.07,19.5,18.9,20.2,25.9,25.641,0.943515,36.5,110.01,91.000272,272.4,72.9,79.0,329.1,3500.0,3500.0,2.006,846.441711,791.484253,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,742.907776,-2.081774,0.0
1.54,17.03,0.88,2.59,2.227135,0.466102,22.37,47.27,6980.53,42.58,5929.3,21.07,19.0,20.8,23.0,25.2,24.948,0.785295,39.2,97.11,75.386493,272.4,72.9,79.0,329.1,3500.0,3500.0,1.829,890.147705,835.031921,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,707.997131,-2.625121,0.0
1.33,14.08,0.96,2.0,2.105839,0.491847,22.37,47.27,6980.53,42.58,5929.3,21.07,21.4,16.700000000000003,19.6,23.050000000000004,22.572,0.789075,38.3,92.25,71.613675,218.1,75.7,68.7,329.4,3000.0,3000.0,1.975,898.523315,817.371643,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,699.982544,-3.038646,0.0
1.33,14.08,0.96,2.0,2.105839,0.491847,22.37,47.27,6980.53,42.58,5929.3,21.5,17.3,26.299999999999997,26.2,37.2,36.828,0.5547656250000002,49.2,64.5,50.07135,146.1,37.1,56.8,273.8,2500.0,2500.0,2.315,859.049866,813.643188,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,709.047791,-3.725785,0.0
1.33,14.08,0.96,2.0,2.105839,0.491847,22.37,47.27,6980.53,42.58,5929.3,21.5,19.5,16.700000000000003,19.7,36.87,36.87,0.5547656250000002,46.3,64.16875,49.68274637499999,142.5,51.0,56.7,280.4,2000.0,2100.0,2.337,836.051025,773.630493,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,715.931702,-3.996659,0.0
1.33,14.08,0.96,2.0,2.105839,0.491847,22.96,47.27,6980.53,42.58,5929.3,21.5,17.3,16.700000000000003,17.5,31.7,31.7,0.5547656250000002,45.6,64.16875,49.68274637499999,145.2,62.6,56.8,275.9,2000.0,2100.0,2.326,823.8464497500001,727.801453,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,720.144165,-3.460929,0.0
1.39,14.6,0.9,2.06,2.228715,0.464741,22.96,47.27,6980.53,42.58,5929.3,21.5,23.2,24.6,16.3,33.05,32.7195,0.5547656250000002,48.5,64.16875,49.68274637499999,240.5,66.5,73.5,321.2,2200.0,2200.0,2.617,823.8464497500001,727.329102,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,728.485962,-3.521082,0.0
1.39,14.6,0.9,2.06,2.228715,0.464741,22.96,47.27,6980.53,42.58,5929.3,21.5,21.6,16.700000000000003,21.7,37.15,36.407,0.793935,38.8,75.27,57.988008,282.4,84.4,80.4,346.7,3100.0,3100.0,2.003,875.719604,786.596008,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,728.294006,-3.222213,0.0
1.39,14.6,0.9,2.06,2.228715,0.464741,22.96,47.27,6980.53,42.58,5929.3,21.5,21.2,21.5,17.9,33.46,33.1254,0.79569,39.9,90.23,69.513192,293.6,99.1,81.6,367.5,3200.0,3200.0,1.983,914.019592,798.169739,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,725.607605,-3.540901,0.0
1.71,19.44,0.91,3.12,2.287103,0.455653,27.5,47.27,6980.53,42.58,5929.3,21.07,20.2,21.2,19.1,33.44,33.1056,0.883845,38.7,97.14,70.4265,268.2,99.5,76.1,378.3,3300.0,3300.0,1.843,947.827148,789.303528,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,704.655762,-3.747572,0.0
1.71,19.44,0.91,3.12,2.287103,0.455653,27.5,47.27,6980.53,42.58,5929.3,21.07,21.1,18.8,18.4,25.37,25.1163,0.87507,42.4,100.41,72.79725,300.8,105.6,81.1,394.4,3500.0,3500.0,1.766,948.676392,764.376526,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,687.514648,-3.761149,0.0
1.63,18.52,0.96,2.95,2.557238625,0.35062300952379305,27.5,47.27,6980.53,42.58,5929.3,21.07,21.1,16.700000000000003,22.4,27.13,26.8587,0.880335,42.2,99.51,72.14475,319.7,115.2,83.8,404.5,3900.0,3900.0,1.798,901.434082,786.190002,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,682.860901,-3.854527,0.0
1.63,18.52,0.96,2.95,2.557238625,0.35062300952379305,24.37,47.27,6980.53,42.58,5929.3,21.07,21.1,20.6,21.5,26.7,26.433,0.87426,42.3,99.08,74.934204,319.3,116.2,84.3,398.7,3800.0,3800.0,1.722,916.040649,800.897705,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,5.05,675.938782,-3.524999,0.0
1.63,18.52,0.96,2.95,2.557238625,0.35062300952379305,24.37,47.27,6980.53,42.58,5929.3,21.07,17.9,21.0,21.9,29.36,29.0664,0.755325,37.4,91.41,69.133383,256.2,93.3,74.5,349.0,3500.0,3500.0,1.232,911.538696,872.577698,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,4.89,660.024963,-3.751975,0.0
1.63,18.52,0.96,2.95,2.557238625,0.35062300952379305,24.37,39.95,5629.04,36.17,6391.86,21.07,21.3,23.5,20.1,27.16,26.8884,0.70038,38.7,79.38,60.035094,250.4,93.5,74.0,383.1,2700.0,2700.0,1.138,891.122864,780.175049,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,4.89,678.877502,-3.881522,0.0
1.63,18.52,0.96,2.95,2.557238625,0.35062300952379305,24.37,39.95,5629.04,36.17,6391.86,21.5,19.1,20.3,23.5,32.73,32.73,0.700785,38.5,81.35,61.525005,250.5,102.0,75.1,381.8,2800.0,2800.0,1.067,893.816711,775.911987,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,4.89,676.697021,-3.392956,0.0
1.63,18.52,0.96,2.95,2.557238625,0.35062300952379305,23.78,39.95,5629.04,36.17,6391.86,21.5,16.9,17.9,18.9,30.94,30.94,0.689445,41.3,83.67,63.773274,252.1,108.5,76.0,385.8,2800.0,2800.0,1.186,899.118591,813.024109,1415.0,12.73,1.76,1.22,83.94,0.35,0.05,4.89,681.816956,-5.3877753749999995,0.0
1.68,16.59,0.93,2.38,2.184581,0.474866,23.78,39.95,5629.04,36.17,6391.86,21.5,16.500000000000004,21.5,21.8,32.75,32.4225,0.693765,48.7,80.82,61.601004,326.3,93.2,84.5,396.3,3000.0,3000.0,1.163,912.810852,794.261597,1415.0,12.73,1.76,1.22,83.94,0.35,0.04,5.08,683.905151,-2.729852,0.0
1.68,16.59,0.93,2.38,2.184581,0.474866,23.78,39.95,5629.04,36.17,6391.86,21.5,19.3,20.5,21.7,32.25,31.9275,0.698895,47.5,81.25,61.92875,350.4,103.3,87.8,406.1,3100.0,3100.0,1.332,926.164673,812.983459,1425.0,12.72,1.82,1.15,83.95,0.36,0.04,5.08,686.659546,-3.096442,0.0
1.68,16.59,0.93,2.38,2.184581,0.474866,23.78,39.95,5629.04,36.17,6391.86,21.5,24.1,20.1,20.6,31.17,30.8583,0.702405,46.5,82.6,62.95772,353.7,113.8,150.3,410.3,3100.0,3100.0,3.493,901.362305,831.459717,1425.0,12.72,1.82,1.15,83.95,0.36,0.04,5.08,721.485413,-3.342188,0.0
1.68,16.59,0.93,2.38,2.184581,0.474866,24.08,39.95,5629.04,36.17,6391.86,21.5,18.7,20.0,16.25,31.94,31.94,0.692415,45.6,83.5,63.3932,347.6,124.8,89.4,405.8,3000.0,3000.0,1.663,870.304688,817.424927,1425.0,12.72,1.82,1.15,83.95,0.36,0.04,5.02,685.614502,-3.496347,0.0
1.68,17.69,0.9,2.59,2.092857,0.494693,24.08,39.95,5629.04,36.17,6391.86,21.5,20.1,20.1,21.7,31.08,30.7692,0.70011,46.0,81.36,61.768512,354.4,118.1,89.3,405.9,2900.0,2900.0,1.772,860.364502,813.373901,1425.0,12.72,1.82,1.15,83.95,0.36,0.04,5.02,655.292847,-3.909048,0.0
1.68,17.69,0.9,2.59,2.092857,0.494693,24.08,39.95,5629.04,36.17,6391.86,21.5,22.6,22.6,21.7,31.81,31.4919,0.69336,46.6,81.8,62.10256,370.0,116.0,90.2,414.2,3000.0,3000.0,1.944,858.29541,816.091553,1425.0,12.72,1.82,1.15,83.95,0.36,0.04,5.02,651.130127,-5.3877753749999995,0.0
1.68,17.69,0.9,2.59,2.092857,0.494693,24.08,39.95,5629.04,36.17,6391.86,21.5,19.6,22.3,23.1,30.61,30.3039,0.69228,45.1,83.88,63.681696,363.6,112.0,90.0,408.0,3000.0,3000.0,1.716,857.416077,798.488892,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,5.02,673.095459,-2.829831,0.0
1.68,17.69,0.9,2.59,2.092857,0.494693,24.39,39.95,5629.04,36.17,6391.86,21.5,23.0,21.2,23.1,35.3,35.3,0.78327,33.4,84.25,63.701425,303.7,96.8,82.1,384.3,2700.0,2700.0,1.74,837.96814,786.724304,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,5.02,738.864624,-1.115978375,0.0
1.67,17.92,0.83,2.56,2.132653,0.484659,24.39,39.95,5629.04,36.17,6391.86,21.07,17.5,20.6,22.7,29.21,28.9179,0.78489,35.5,91.65,69.296565,301.2,95.5,82.1,382.0,2800.0,2800.0,1.715,897.624512,773.199524,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,5.54,729.157837,-1.176818,0.0
1.67,17.92,0.83,2.56,2.132653,0.484659,24.39,39.95,5629.04,36.17,6391.86,21.07,20.5,16.700000000000003,21.2,29.61,29.3139,0.785295,42.8,91.5,69.18315,290.0,82.0,80.4,369.0,3000.0,3000.0,1.664,914.628113,771.992737,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,5.54,681.911804,-2.142781,0.0
1.67,17.92,0.83,2.56,2.132653,0.484659,24.39,39.95,5629.04,36.17,6391.86,21.07,17.2,16.700000000000003,19.8,24.03,23.7897,0.782865,43.1,88.72,67.081192,354.1,101.3,89.9,393.0,3400.0,3400.0,1.823,976.487122,755.55481,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,5.54,633.926697,-2.171651,0.0
1.67,17.92,0.83,2.56,2.132653,0.484659,21.95,39.95,5629.04,36.17,6391.86,21.07,21.3,16.700000000000003,20.0,25.31,25.31,0.78624,43.6,89.91,70.174755,358.2,115.5,90.5,393.1,3700.0,3700.0,1.814,956.023315,810.178894,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,5.54,612.692932,-2.330307,0.0
1.72,18.9,0.84,2.81,2.165874,0.478177,21.95,39.95,5629.04,36.17,6391.86,21.07,17.6,21.6,21.0,26.96,26.6904,0.783405,44.1,87.01,67.911305,354.0,107.6,90.1,389.7,3700.0,3700.0,2.233,936.080994,769.915405,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,6.63,612.221436,-2.411806,0.0
1.72,18.9,0.84,2.81,2.165874,0.478177,21.95,39.95,5629.04,36.17,6391.86,21.07,17.8,21.9,22.4,30.57,30.57,0.7803,44.6,89.31,69.706455,363.9,116.6,90.4,394.4,3600.0,3600.0,2.119,906.326294,772.217712,1413.0,12.63,1.89,1.33,83.78,0.37,0.04,6.63,615.144714,-3.167149,0.0
1.72,18.9,0.84,2.81,2.165874,0.478177,21.95,39.95,5629.04,36.17,6391.86,21.5,23.4,20.4,26.25,30.78,30.4722,0.5547656250000002,57.684999999999995,64.16875,49.68274637499999,159.6,39.5,60.5,300.1,2600.0,2600.0,0.978,870.933838,744.392761,1440.0,12.73,1.73,1.19,83.98,0.37,0.04,6.63,623.541016,-2.989225,0.0
1.72,18.9,0.84,2.81,2.165874,0.478177,23.06,39.95,5629.04,36.17,6391.86,21.5,16.500000000000004,21.5,18.9,29.22,29.22,0.5547656250000002,45.6,64.16875,49.68274637499999,154.6,64.4,59.6,305.5,2600.0,2600.0,2.513,910.278687,743.972351,1440.0,12.73,1.73,1.19,83.98,0.37,0.04,6.63,658.415833,-2.329212,0.0
1.68,16.84,0.87,2.42,2.075832,0.498066,23.06,39.95,5629.04,36.17,6391.86,21.5,18.9,19.4,19.6,32.79,32.79,0.67257,48.3,69.92,53.796448,272.9,105.3,79.0,392.7,3100.0,3100.0,3.766,949.093811,685.530273,1440.0,12.73,1.73,1.19,83.98,0.37,0.04,6.63,692.268921,-1.6796,0.0
1.68,16.84,0.87,2.42,2.075832,0.498066,23.53,39.95,5629.04,36.17,6391.86,21.5,22.3,20.0,21.0,35.18,35.18,0.86292,47.2,91.44,69.924168,445.3,148.9,100.0,459.9,4000.0,4000.0,4.612,1033.35437,754.324646,1440.0,12.73,1.73,1.19,83.98,0.37,0.04,6.63,719.473694,-2.501896,0.0
1.68,16.84,0.87,2.42,2.075832,0.498066,23.53,39.95,5629.04,36.17,6391.86,21.5,20.2,18.9,20.3,30.3,30.3,0.95904,45.5,106.63,81.539961,386.0,160.7,93.7,463.44,4400.0,4400.0,4.988,1017.416321,751.555481,1440.0,12.73,1.73,1.19,83.98,0.37,0.04,6.63,689.0354,-2.060037,0.0
1.68,16.84,0.87,2.42,2.075832,0.498066,23.53,39.95,5629.04,36.17,6391.86,21.5,19.4,20.9,20.7,31.38,31.38,0.957825,45.1,108.39,82.885833,526.0,195.9,108.2,510.4,4700.0,4700.0,5.07,1040.073975,734.8927,1442.0,12.78,1.78,1.17,83.9,0.37,0.05,6.51,654.725159,-2.599005,0.0
1.62,15.83,1.02,2.54,2.168119,0.478453,22.89,51.14,5469.08,36.33,6422.56,21.97,23.3,23.8,24.7,31.39,31.0761,0.77544,54.3,79.49,61.294739,335.0,110.5,89.0,390.5,1850.0,3777.777778,4.064,862.699646,672.764465,1405.0,13.12,1.99,0.99,83.49,0.41,0.05,7.76,653.589722,-2.87759,0.0
1.62,15.83,1.02,2.54,2.168119,0.478453,23.29,51.14,5469.08,36.33,6422.56,21.97,22.9,21.5,22.4,35.86,35.86,0.87075,54.0,93.78,71.938638,375.6,155.7,94.5,449.5,1850.0,3522.222222,3.058,890.855957,683.742493,1405.0,13.12,1.99,0.99,83.49,0.41,0.05,7.76,641.769165,-2.610968,0.0
1.67,16.44,0.92,2.57,2.204319,0.470162,23.29,51.14,5469.08,36.33,6422.56,21.97,21.7,21.8,20.0,36.18,36.18,0.846315,28.925000000000004,99.45,76.288095,395.2,137.5,94.1,443.8,2500.0,2500.0,3.062,834.730957,707.960815,1405.0,13.12,1.99,0.99,83.49,0.41,0.05,7.76,638.366943,-3.91999,0.0
1.67,16.44,0.92,2.57,2.204319,0.470162,23.29,51.14,5469.08,36.33,6422.56,21.97,20.8,22.0,21.7,35.73,35.73,0.92826,43.1,102.08,78.305568,447.5,158.0,100.0,469.7,4400.0,4400.0,4.339,965.166443,774.258057,1405.0,13.12,1.99,0.99,83.49,0.41,0.05,7.76,637.799988,-2.703551,0.0
1.67,16.44,0.92,2.57,2.204319,0.470162,23.29,51.14,5469.08,36.33,6422.56,21.97,20.3,19.4,17.2,33.55,33.55,1.001835,41.7,110.16,84.503736,445.6,170.9,100.4,476.7,4600.0,4600.0,4.537,972.404663,815.609009,1405.0,13.12,1.99,0.99,83.49,0.41,0.04,7.65,655.76593,-2.908928,0.0
1.67,16.44,0.92,2.57,2.204319,0.470162,22.15,51.14,5469.08,36.33,6422.56,21.97,20.0,22.6,23.1,36.15,36.15,0.99981,38.7,110.93,86.359005,441.4,170.1,100.1,476.3,4300.0,4300.0,4.563,980.979187,816.294189,1410.0,13.11,1.62,1.07,83.79,0.41,0.04,7.65,661.161011,-3.819222,0.0
1.54,15.77,0.9,2.31,2.165483,0.478004,22.15,51.14,5469.08,36.33,6422.56,21.97,22.3,21.6,22.7,36.28,36.28,1.013445,36.3,110.05,85.673925,377.9,132.7,92.4,448.3,4000.0,4000.0,5.101,972.239685,821.598145,1410.0,13.11,1.62,1.07,83.79,0.41,0.04,7.65,654.441223,-3.33937,0.0
1.54,15.77,0.9,2.31,2.165483,0.478004,22.15,51.14,5469.08,36.33,6422.56,21.97,20.5,20.2,22.1,34.36,34.36,1.028025,31.8,109.97,85.611645,257.0,113.0,75.7,383.2,3500.0,3500.0,4.831,952.786255,837.190002,1410.0,13.11,1.62,1.07,83.79,0.41,0.04,7.65,673.853577,-3.585586,0.0
1.54,15.77,0.9,2.31,2.165483,0.478004,22.15,51.14,5469.08,36.33,6422.56,21.97,22.7,22.3,21.3,36.58,36.2142,0.5547656250000002,33.1,83.33,64.872405,258.4,101.5,75.8,382.1,3000.0,3000.0,2.406,887.197266,816.901367,1410.0,13.11,1.62,1.07,83.79,0.41,0.04,7.65,696.361938,-2.530115,0.45
1.54,15.77,0.9,2.31,2.165483,0.478004,25.99,51.14,5469.08,36.33,6422.56,21.97,21.3,21.8,20.4,36.36,36.36,0.5547656250000002,51.6,64.16875,49.68274637499999,221.9,92.5,70.3,364.5,2500.0,2500.0,2.349,860.034973,834.230591,1410.0,13.11,1.62,1.07,83.79,0.41,0.04,7.65,756.123291,-2.680517,0.45
1.68,21.62788252187755,0.82,3.53,2.513011,0.415258,25.99,51.14,5469.08,36.33,6422.56,21.97,21.5,22.3,22.3,36.41,36.41,0.797175,28.925000000000004,75.72,56.040372,221.3,91.0,70.2,364.8,2500.0,2500.0,4.069,918.03363,840.024597,1410.0,13.11,1.62,1.07,83.79,0.41,0.04,7.65,779.4689020000001,-2.447765,0.45
